"","id","dateSurvey","firstTime","sex","age","experience","degree","fellowsNumber","talentUseFull","ideaGen1","ideaGen2","ideaGen3","ideaSearch1","ideaSearch2","ideaSearch3","ideaCommunication1","ideaCommunication2","ideaCommunication3","ideaCommunication4","ideaImplementationStart1","ideaImplementationStart2","ideaImplementationStart3","ideaInvolvingOthers1","ideaInvolvingOthers2","ideaInvolvingOthers3","overcomingObstacles1","overcomingObstacles2","overcomingObstacles3","overcomingObstacles4","innovationOutput1","innovationOutput2","innovationOutput3","jobSatisfaction","talentUseWish","supportManagerial1","supportManagerial2","supportManagerial3","supportManagerial4","supportManagerial5","supportOrganizational1","supportOrganizational2","supportOrganizational3","zeroSumMindset","talentUseOpportunity","satisfyValueSefRespect","satisfyValueSafety","satisfyValueWarmRelations","satisfyValueFulfillment","satisfyValueAccomplishment","satisfyValueBeingRespected","satisfyValueBelonging","satisfyValueJoy","wantValueMore","comment","job","ideaGen","ideaSearch","ideaCommunication","ideaImplementationStart","ideaInvolvingOthers","overcomingObstacles","innovationOutput","supportManagerial","supportOrganizational"
"69",2016406585,2025-03-25 19:04:06,"1","Male",31,1,"Spec",0,"0",5,7,7,7,7,7,4,4,4,6,2,1,1,5,6,6,6.75,7,7,6,5,2,6,2,"1",3,1,3,2,2,1,1,1,3,"0",4,2,2,4,4,1,1,1,"satisfyValueSafety","","jobDoctor",6.33333333333333,7,4.5,1.33333333333333,5.66666666666667,7,4.33333333333333,2.2,1
"70",2016485148,2025-03-25 20:36:39,"1","Male",43,19,"Spec",4,"0",7,5,6,6.66666666666667,7,6,7,7,7,7,7,7,7,6,6,6,6.25,6,6,6,6,7,7,6,"1",5,5,5,5,5,3,3,4,4,"0",5,4,4,5,4,3,4,5,"satisfyValueFulfillment","","jobChief",6,7,7,7,6,7,6.66666666666667,5,3.33333333333333
"71",2016564819,2025-03-25 22:44:49,"1","Male",35,12,"Spec",0,"0",5,6,5,5.66666666666667,6,4,4,4,5,4,2,1,1,4,4,4,4,4,5,4,5,4,5,5,"1",3,1,4,7,4,1,1,2,4,"0",3,1,1,3,4,4,4,3,"satisfyValueSafety","","jobDoctor",5.33333333333333,7,4.25,1.33333333333333,4,3,4.66666666666667,3.8,1.33333333333333
"72",2016586480,2025-03-25 23:21:46,"1","Male",36,9,"Spec",0,"0",4,6,5,6,6,7,7,5,7,7,6,4,6,5,4,4,6.5,7,6,6,5,5,6,5,"1",7,7,7,7,6,6,4,2,6,"0",5,4,4,4,5,4,4,5,"satisfyValueJoyProcessAndAccomplishment","","jobDoctor",5,5,6.5,5.33333333333333,4.33333333333333,7,5.33333333333333,6.8,4
"73",2016774153,2025-03-26 09:01:50,"1","Female",46,3,"Spec",0,"1",3,4,3,3.33333333333333,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,6,"1",3,3,3,5,3,1,2,1,5,"1",3,3,3,3,3,3,3,3,"satisfyValueSefRespect","","jobNurse",3.33333333333333,4,3,2.33333333333333,3,3,3,3.4,1.33333333333333
"74",2016900006,2025-03-26 10:49:08,"1","Male",42,1,"Spec",0,"0",2,5,7,6.33333333333333,7,7,6,6,7,2,2,2,2,2,4,4,5.5,6,5,5,6,6,7,5,"1",5,1,5,7,2,1,1,1,6,"0",5,0,4,5,5,4,3,4,"satisfyValueFulfillment","","jobDoctor",4.66666666666667,5,5.25,2,3.33333333333333,6,6.33333333333333,4,1
"75",2017115921,2025-03-26 13:36:50,"1","Male",40,17,"Spec",0,"0",7,6,5,7,7,7,7,5,6,3,3,6,6,3,6,4,3.75,3,3,6,6,6,6,7,"0",6,2,4,7,7,2,2,2,6,"0",5,0,5,5,5,5,4,5,"satisfyValueJoyProcessAndAccomplishment","","jobDoctor",6,7,5.25,5,4.33333333333333,3,6,5.2,2
"76",2017158977,2025-03-26 14:08:04,"1","Female",46,3,"Spec",6,"1",4,5,7,7,7,7,7,6,7,5,7,4,4,7,7,5,5.25,5,6,5,6,5,7,7,"1",7,4,5,7,7,2,2,4,6,"1",5,3,5,5,5,5,5,4,"satisfyValueFulfillment","","jobChief",5.33333333333333,7,6.25,5,6.33333333333333,5,6,6,2.66666666666667
"77",2017163008,2025-03-26 14:11:04,"1","Male",29,3,"Spec",0,"1",7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,"1",7,7,7,7,7,7,1,1,1,"0",5,5,5,5,5,5,5,5,"satisfyValueJoyProcessAndAccomplishment","","jobDoctor",7,7,7,5,7,7,5,7,3
"78",2017169434,2025-03-26 14:15:37,"1","Female",51,15,"Spec",0,"0",7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,"1",7,7,7,7,7,1,1,1,3,"0",5,3,3,3,5,5,5,3,"satisfyValueFulfillment","","jobChief",7,7,7,5,1,7,7,7,1
"79",2017174162,2025-03-26 14:18:49,"1","Male",42,7,"Spec",0,"0",3,6,3,4.66666666666667,5,5,7,5,6,5,4,4,7,1,5,5,4.25,5,3,5,2,2,6,4,"1",3,2,2,4,2,1,1,1,2,"0",2,0,0,2,2,2,1,2,"satisfyValueFulfillment","","jobDoctor",4,4,5.75,5,3.66666666666667,4,3.33333333333333,2.6,1
"80",2017185228,2025-03-26 14:26:39,"1","Male",27,2,"Spec",0,"1",6,7,7,6,7,7,7,1,6,1,1,1,4,3,5,1,6.5,6,7,7,5,3,4,4,"1",1,1,1,7,1,1,1,1,6,"0",2,0,0,4,5,1,0,5,"satisfyValueSafety","","jobDoctor",6.66666666666667,4,3.75,2,3,6,4,2.2,1
"81",2017231257,2025-03-26 15:00:19,"1","Female",45,10,"Spec",0,"1",4,6,7,7,7,7,6,6,6,6,5,6,6,5,5,1,6,7,6,5,6,6,6,6,"1",4,5,4,6,3,6,6,6,5,"1",4,4,5,5,5,5,5,5,"satisfyValueSafety","","jobChief",5.66666666666667,7,6,5.66666666666667,3.66666666666667,6,6,4.4,6
"82",2017189845,2025-03-26 14:30:02,"1","Female",43,25,"Spec",0,"1",3,3,3,6,7,7,5,7,7,7,4,1,1,1,4,6,6,6,6,6,6,4,4,7,"1",4,3,4,7,7,5,2,2,6,"0",5,4,5,5,5,5,5,5,"satisfyValueSafety","","jobNurse",3,4,6.5,2,3.66666666666667,6,4.66666666666667,5,3
"83",2017211646,2025-03-26 14:45:44,"1","Male",32,3,"Spec",0,"0",4,7,7,7,7,7,2,7,3,7,1,1,1,7,7,3,7,7,7,7,4,1,3,5,"1",7,3,7,7,7,2,5,5,3,"1",2,3,3,4,5,3,3,5,"satisfyValueFulfillment","","jobDoctor",6,7,4.75,1,5.66666666666667,7,2.66666666666667,6.2,4
"84",2017312495,2025-03-26 16:00:22,"1","Male",34,8,"Spec",0,"0",7,7,6,7,7,7,7,4,7,4,3,1,3,1,3,2,5,5,5,5,3,5,3,2,"1",2,1,3,4,1,1,1,1,6,"0",0,1,1,2,1,3,1,1,"satisfyValueFulfillment","","jobDoctor",6.66666666666667,7,5.5,2.33333333333333,2,5,3.66666666666667,2.2,1
"85",2017271494,2025-03-26 15:30:32,"1","Male",35,12,"Spec",6,"0",6,5,7,7,7,7,6,7,7,7,7,7,7,5,7,7,6.5,7,6,6,4,5,7,5,"1",4,3,5,4,4,4,5,5,6,"1",0,0,3,3,4,4,4,2,"satisfyValueFulfillment","","jobChief",6,7,6.75,7,6.33333333333333,7,5.33333333333333,4,4.66666666666667
"86",2017334767,2025-03-26 16:17:15,"1","Female",54,7,"Spec",0,"1",7,7,7,7,7,7,4,4,4,7,4,1,1,7,7,7,5.5,7,7,4,4,4,7,5,"1",1,1,1,3,1,1,1,1,6,"0",5,5,5,5,5,5,5,5,"satisfyValueBeingRespected","","jobNurse",7,7,4.75,2,7,4,5,1.4,1
"87",2017367912,2025-03-26 16:42:25,"1","Male",35,11,"Spec",0,"0",7,7,7,7,7,7,7,4,7,7,5,5,7,6,7,7,6,6,6,5,7,7,7,4,"1",4,1,4,2,1,1,3,3,6,"0",4,4,5,5,5,3,3,5,"satisfyValueSafety","","jobDoctor",7,7,6.25,5.66666666666667,6.66666666666667,7,7,2.4,2.33333333333333
"89",2017423710,2025-03-26 17:26:49,"1","Male",40,15,"Spec",0,"1",7,7,5,7,7,7,5,5,7,5,3,2,5,2,4,5,4.5,4,6,4,6,6,6,5,"1",2,2,3,6,4,2,2,3,1,"0",5,4,4,5,5,2,2,2,"satisfyValueSafety","","jobDoctor",6.33333333333333,7,5.5,3.33333333333333,3.66666666666667,4,6,3.4,2.33333333333333
"90",2017509002,2025-03-26 18:54:25,"1","Male",41,18,"DSc",0,"1",4,6,5,7,7,7,4,4,5,6,5,5,5,5,7,5,6.5,7,7,7,7,6,4,3,"1",1,2,2,5,2,2,1,1,1,"0",5,3,2,2,5,4,2,4,"satisfyValueSafety","","jobDoctor",5,7,4.75,5,5.66666666666667,5,5.66666666666667,2.4,1.33333333333333
"91",2017510004,2025-03-26 18:55:41,"1","Male",30,5,"Spec",0,"0",7,7,6,5.33333333333333,5,7,5,4,6,7,3,3,6,5,6,6,5.75,6,5,5,6,5,6,4,"1",2,2,2,3,2,1,1,1,5,"0",5,4,3,5,5,3,3,5,"satisfyValueSafety","","jobDoctor",6.66666666666667,4,5.5,4,5.66666666666667,7,5.66666666666667,2.2,1
"92",2017527042,2025-03-26 19:17:26,"1","Male",37,13,"Spec",0,"0",5,7,5,6.66666666666667,6,7,6,7,7,7,3,2,7,4,5,5,6.25,7,6,5,6,6,7,4,"1",2,1,3,4,5,1,1,1,2,"0",5,2,2,5,4,3,5,2,"satisfyValueFulfillment","","jobDoctor",5.66666666666667,7,6.75,4,4.66666666666667,7,6.33333333333333,3,1
"93",2017667253,2025-03-26 22:47:18,"1","Male",34,5,"Spec",0,"0",5,3,5,5.66666666666667,6,4,7,7,7,1,3,1,1,1,5,1,5.25,7,5,4,6,2,4,5,"1",5,4,5,5,6,3,1,1,4,"0",3,3,2,2,2,3,3,3,"satisfyValueFulfillment","","jobDoctor",4.33333333333333,7,5.5,1.66666666666667,2.33333333333333,5,4,5,1.66666666666667
"94",2017686369,2025-03-26 23:37:38,"1","Male",37,10,"Spec",0,"1",1,3,7,6.66666666666667,7,7,5,5,7,7,4,2,4,5,7,7,5.25,6,7,1,6,1,5,4,"1",2,2,4,4,1,1,1,2,1,"0",2,0,3,4,5,5,5,3,"satisfyValueSafety","","jobDoctor",3.66666666666667,6,6,3.33333333333333,6.33333333333333,7,4,2.6,1.33333333333333
"95",2017716978,2025-03-27 02:21:10,"1","Male",36,5,"Spec",0,"0",2,5,6,7,7,7,2,5,7,7,5,4,7,2,7,7,5.75,6,5,5,6,2,5,7,"1",3,1,1,2,5,1,2,1,4,"0",1,1,1,2,4,3,2,4,"satisfyValueFulfillment","","jobDoctor",4.33333333333333,7,5.25,5.33333333333333,5.33333333333333,7,4.33333333333333,2.4,1.33333333333333
"96",2017838612,2025-03-27 08:50:01,"1","Female",29,7,"Spec",0,"0",6,7,7,7,7,7,7,7,7,6,6,5,5,7,5,6,5.25,6,5,5,6,6,6,7,"1",4,3,5,6,5,4,4,3,5,"0",4,3,4,4,5,5,5,3,"satisfyValueFulfillment","","jobNurse",6.66666666666667,7,6.75,5.33333333333333,6,5,6,4.6,3.66666666666667
"97",2018187935,2025-03-27 14:41:59,"1","Female",39,1,"Spec",0,"1",6,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,6,2,6,7,"1",7,7,7,5,7,5,4,5,1,"0",2,3,5,3,5,4,4,3,"satisfyValueSafety","","jobNurse",6.66666666666667,7,7,6.33333333333333,7,7,4.66666666666667,6.6,4.66666666666667
"98",2018582034,2025-03-27 23:38:19,"1","Female",43,3,"Spec",6,"1",7,7,7,7,7,7,7,7,7,7,7,1,3,6,4,7,5.5,6,4,5,6,6,5,7,"1",3,1,2,2,4,1,2,1,3,"1",5,5,5,5,5,3,5,5,"satisfyValueSafety","","jobChief",7,7,7,3.66666666666667,5.66666666666667,7,5.66666666666667,2.4,1.33333333333333
"99",2018647713,2025-03-28 06:02:47,"1","Female",40,5,"Spec",0,"1",7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,"1",7,1,5,7,1,1,5,1,6,"0",5,5,5,5,5,5,5,5,"satisfyValueSafety","","jobChief",7,7,7,3,1,1,1,4.2,2.33333333333333
"100",2018591062,2025-03-28 00:10:57,"1","Female",35,7,"Spec",0,"1",3,7,5,6,7,4,4,3,3,2,2,1,1,2,3,4,2.5,3,2,1,2,3,7,4,"1",3,2,3,3,2,1,1,1,4,"0",2,2,1,4,4,5,3,3,"satisfyValueSafety","","jobNurse",5,7,3,1.33333333333333,3,4,4,2.6,1
"101",2018762944,2025-03-28 09:23:50,"1","Male",34,2,"Spec",0,"1",1,6,7,6.33333333333333,7,7,5,7,7,7,2,1,3,3,5,4,3.75,3,5,4,4,1,3,5,"1",4,3,4,3,3,1,1,1,4,"0",4,3,3,3,4,3,3,3,"satisfyValueSafety","","jobDoctor",4.66666666666667,5,6.5,2,4,3,2.66666666666667,3.4,1
"102",2018847678,2025-03-28 10:56:21,"1","Male",41,12,"Spec",0,"0",3,7,7,7,7,7,7,3,7,3,3,1,1,5,5,3,7,7,7,7,5,3,7,5,"1",3,1,1,3,1,7,1,1,6,"0",5,5,5,5,5,5,5,5,"satisfyValueSafety","","jobDoctor",5.66666666666667,7,5,1.66666666666667,4.33333333333333,7,5,1.8,3
"103",2019647799,2025-03-29 10:12:20,"1","Male",43,15,"Spec",1,"0",7,7,7,7,7,7,7,6,7,6,3,7,7,3,6,5,3.25,3,3,3,7,7,3,3,"1",3,1,2,4,3,1,1,1,6,"1",5,2,2,3,4,3,3,2,"satisfyValueSafety","","jobChief",7,7,6.5,5.66666666666667,4.66666666666667,4,5.66666666666667,2.6,1
"104",2020308624,2025-03-30 13:23:07,"1","Female",27,3,"Spec",0,"0",2,6,7,7,7,7,6,5,6,7,7,2,4,4,5,7,5.75,6,6,5,7,6,6,3,"1",1,1,1,1,1,1,1,1,6,"0",4,3,5,5,5,5,5,5,"satisfyValueFulfillment","","jobDoctor",5,7,6,4.33333333333333,5.33333333333333,6,6.33333333333333,1,1
"105",2021037415,2025-03-31 12:06:33,"1","Female",45,8,"Spec",0,"1",4,5,5,7,7,7,4,1,4,4,1,1,1,7,7,1,4.25,4,4,5,4,1,1,7,"1",5,1,1,1,1,1,1,1,6,"0",3,0,0,0,0,0,3,0,"satisfyValueSafety","","jobNurse",4.66666666666667,7,3.25,1,5,4,2,1.8,1
"106",2021046493,2025-03-31 12:15:02,"1","Female",50,18,"Spec",0,"1",7,7,7,7,7,7,7,5,7,7,4,2,2,7,7,7,4.5,3,7,4,1,1,5,4,"1",1,1,1,1,1,1,1,1,6,"0",1,1,1,1,1,3,4,3,"satisfyValueBeingRespected","","jobNurse",7,7,6.5,2.66666666666667,7,4,2.33333333333333,1,1
"107",2021605948,2025-03-31 21:20:58,"1","Male",41,15,"Spec",0,"0",6,7,5,4.66666666666667,3,5,6,3,7,6,3,1,3,1,4,5,5.5,6,5,7,6,4,5,5,"1",3,1,2,6,2,1,1,1,3,"0",4,1,4,5,5,3,3,4,"satisfyValueFulfillment","","jobDoctor",6,6,5.5,2.33333333333333,3.33333333333333,4,5,2.8,1
